,dur,staA_id,staA_name,staB_id,staB_name,veh_id,passen_type,passen_gender,travel_date,travel_id,veh_count
11376,14 minutes,3,Powell St BART Station (Market St at 4th St),323,Broadway at Kearny,4575,3,Male,5/19/2017,23728,9
11377,6 minutes,22,Howard St at Beale St,10,Washington St at Kearny St,5299,2,Male,1/17/2020,6577,9
11378,3 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5130,2,Male,11/27/2018,2809,18
11379,14 minutes,16,Steuart St at Market St,371,Lombard St at Columbus Ave,5575,2,Male,2/2/2021,13254,30
11380,10 minutes,81,Berry St at 4th St,130,22nd St Caltrain Station,4933,3,Female,3/3/2018,14911,30
11381,32 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),41,Golden Gate Ave at Polk St,5297,2,Male,2/14/2019,22055,4
11382,23 minutes,3,Powell St BART Station (Market St at 4th St),144,Precita Park,5238,1,Female,12/19/2021,10487,30
11383,10 minutes,3,Powell St BART Station (Market St at 4th St),74,Laguna St at Hayes St,4822,2,Male,9/28/2017,22608,3
11384,4 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5404,2,Female,2/1/2020,20381,18
11385,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5202,3,Male,4/23/2020,5449,29
11386,35 minutes,5,Powell St BART Station (Market St at 5th St),108,16th St Mission BART,4749,2,Male,7/2/2020,19641,30
11387,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),85,Church St at Duboce Ave,4315,2,Male,12/10/2017,11070,4
11388,35 minutes,16,Steuart St at Market St,8,The Embarcadero at Vallejo St,4778,2,Male,12/24/2020,2695,20
11389,24 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),109,17th St at Valencia St,2001,2,Female,7/1/2021,12565,15
11390,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),4405,2,Male,3/21/2020,13721,6
11391,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,4988,2,Male,11/18/2018,13156,7
11392,24 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),92,Mission Bay Kids Park,5014,2,Other,11/17/2020,17491,32
11393,25 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),92,Mission Bay Kids Park,5328,2,Male,12/16/2019,4139,7
11394,24 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),92,Mission Bay Kids Park,4996,2,Other,6/19/2017,10192,1
11395,24 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),92,Mission Bay Kids Park,4453,3,Other,4/18/2018,5577,6
11396,24 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),92,Mission Bay Kids Park,5327,2,Other,11/13/2018,11768,14
11397,16 minutes,5,Powell St BART Station (Market St at 5th St),380,Masonic Ave at Turk St,5057,2,Male,1/18/2020,1083,21
11398,9 minutes,3,Powell St BART Station (Market St at 4th St),368,Myrtle St at Polk St,5576,2,Male,4/19/2018,5985,25
11399,13 minutes,5,Powell St BART Station (Market St at 5th St),71,Broderick St at Oak St,5349,2,Male,8/21/2019,21525,26
11400,6 minutes,3,Powell St BART Station (Market St at 4th St),368,Myrtle St at Polk St,4799,2,Male,5/18/2021,8768,10
11401,6 minutes,3,Powell St BART Station (Market St at 4th St),26,1st St at Folsom St,5204,2,Male,7/21/2017,16644,0
11402,4 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5529,2,Male,9/2/2021,7713,38
11403,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),324,Union Square (Powell St at Post St),5246,1,Male,6/20/2020,23890,7
11404,28 minutes,81,Berry St at 4th St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),5310,2,Female,3/17/2021,4475,3
11405,12 minutes,3,Powell St BART Station (Market St at 4th St),72,Page St at Scott St,4337,3,Male,11/3/2017,23422,32
11406,38 minutes,5,Powell St BART Station (Market St at 5th St),377,Fell St at Stanyan St,5382,3,Male,1/25/2018,5000,10
11407,38 minutes,5,Powell St BART Station (Market St at 5th St),377,Fell St at Stanyan St,4733,3,Male,10/26/2020,1138,20
11408,15 minutes,16,Steuart St at Market St,58,Market St at 10th St,5242,2,Male,11/27/2017,20219,35
11409,8 minutes,3,Powell St BART Station (Market St at 4th St),59,S Van Ness Ave at Market St,5278,3,Male,1/11/2019,23729,27
11410,4 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,4726,3,Male,6/21/2020,16995,2
11411,9 minutes,3,Powell St BART Station (Market St at 4th St),61,Howard St at 8th St,663,1,Female,2/4/2017,4412,24
11412,17 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,4372,2,Male,6/6/2017,14497,31
11413,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),5328,2,Male,11/28/2020,24213,6
11414,11 minutes,5,Powell St BART Station (Market St at 5th St),119,18th St at Noe St,5332,1,Other,6/25/2020,7405,33
11415,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,4574,1,Male,6/20/2017,12574,16
11416,6 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4369,3,Male,9/23/2017,15446,21
11417,36 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,4384,1,Male,6/5/2018,19866,15
11418,11 minutes,81,Berry St at 4th St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),2238,2,Male,12/18/2018,18463,37
11419,36 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,5271,1,Female,10/14/2020,22459,14
11420,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),92,Mission Bay Kids Park,5463,2,Female,9/21/2019,12105,20
11421,99 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,5120,1,Male,3/1/2018,11592,28
11422,6 minutes,3,Powell St BART Station (Market St at 4th St),321,5th St at Folsom,5296,3,Male,9/26/2021,18851,7
11423,26 minutes,3,Powell St BART Station (Market St at 4th St),126,Esprit Park,4343,2,Female,3/25/2019,7514,32
11424,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4,Cyril Magnin St at Ellis St,4616,3,Male,1/21/2018,2135,20
11425,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5428,2,Male,7/17/2020,13713,11
11426,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5105,2,Male,1/9/2019,11049,9
11427,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5239,3,Male,11/27/2021,811,35
11428,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),284,Yerba Buena Center for the Arts (Howard St at 3rd St),5297,2,Female,7/20/2019,22546,0
11429,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),284,Yerba Buena Center for the Arts (Howard St at 3rd St),5200,3,Male,10/10/2021,22556,11
11430,5 minutes,81,Berry St at 4th St,116,Mississippi St at 17th St,4980,1,Male,8/25/2020,13012,11
11431,19 minutes,3,Powell St BART Station (Market St at 4th St),129,Harrison St at 20th St,5340,3,Male,7/19/2019,10915,14
11432,8 minutes,3,Powell St BART Station (Market St at 4th St),343,Bryant St at 2nd St,5300,2,Male,12/22/2019,22780,0
11433,14 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,2124,2,Male,10/4/2021,98,37
11434,3 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5239,1,Male,4/15/2017,4514,18
11435,5 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,4834,2,Female,5/20/2021,11552,21
11436,5 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,4843,2,Male,3/27/2021,2913,0
11437,9 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),5382,3,Male,10/26/2019,1725,6
11438,7 minutes,81,Berry St at 4th St,349,Howard St at Mary St,5322,2,Female,6/21/2019,1475,34
11439,23 minutes,16,Steuart St at Market St,22,Howard St at Beale St,5063,2,Male,10/26/2017,19329,20
11440,4 minutes,16,Steuart St at Market St,20,Mechanics Monument Plaza (Market St at Bush St),4780,1,Male,10/28/2017,5355,23
11441,28 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),368,Myrtle St at Polk St,4370,3,Male,4/20/2017,4379,12
11442,21 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,4802,1,Male,1/16/2017,498,14
11443,21 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,868,1,Male,1/24/2018,21437,12
11444,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),5202,2,Female,8/15/2021,15354,35
11445,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),5328,2,Male,6/23/2017,24013,20
11446,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),321,5th St at Folsom,4831,2,Male,1/22/2018,10974,3
11447,3 minutes,81,Berry St at 4th St,50,2nd St at Townsend St,3061,3,Male,2/15/2019,21046,13
11448,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,1442,2,Female,8/23/2017,13019,20
11449,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),28,The Embarcadero at Bryant St,4965,3,Male,12/14/2019,2423,8
11450,9 minutes,3,Powell St BART Station (Market St at 4th St),365,Turk St at Fillmore St,5389,3,Male,9/21/2018,4360,10
11451,7 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),4343,2,Female,3/14/2021,19994,5
11452,4 minutes,5,Powell St BART Station (Market St at 5th St),47,4th St at Harrison St,4982,2,Male,6/11/2017,5291,29
11453,8 minutes,3,Powell St BART Station (Market St at 4th St),56,Koshland Park,5012,2,Male,12/15/2020,20472,7
11454,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),45,2,Other,5/13/2021,6549,4
11455,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),2284,2,Female,4/20/2018,4698,15
11456,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),3,Powell St BART Station (Market St at 4th St),5278,2,Female,12/14/2017,19620,1
11457,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),3,Powell St BART Station (Market St at 4th St),4726,2,Female,12/13/2018,16054,5
11458,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),109,17th St at Valencia St,1248,3,Male,5/19/2021,24753,36
11459,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),41,Golden Gate Ave at Polk St,833,2,Female,2/4/2018,21151,39
11460,8 minutes,3,Powell St BART Station (Market St at 4th St),37,2nd St at Folsom St,4942,1,Male,5/6/2021,14882,10
11461,13 minutes,5,Powell St BART Station (Market St at 5th St),104,4th St at 16th St,5358,1,Male,10/26/2018,18117,11
11462,6 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),4728,2,Male,6/3/2019,25704,21
11463,15 minutes,22,Howard St at Beale St,87,Folsom St at 13th St,5163,1,Other,9/16/2020,15454,36
11464,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,4761,2,Male,3/23/2017,12738,16
11465,13 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4370,2,Male,4/5/2021,245,19
11466,13 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4726,3,Male,9/6/2017,4252,9
11467,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),10,Washington St at Kearny St,4561,2,Male,12/4/2017,5640,8
11468,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),364,China Basin St at 3rd St,4517,2,Male,9/26/2018,13281,20
11469,5 minutes,5,Powell St BART Station (Market St at 5th St),324,Union Square (Powell St at Post St),5495,3,Male,7/21/2019,19876,2
11470,13 minutes,22,Howard St at Beale St,58,Market St at 10th St,4949,2,Male,1/19/2020,9343,2
11471,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),61,Howard St at 8th St,4943,2,Male,12/15/2021,21717,39
11472,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),61,Howard St at 8th St,5494,2,Female,4/3/2018,16990,13
11473,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),61,Howard St at 8th St,4629,3,Male,7/3/2021,7349,17
11474,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),61,Howard St at 8th St,5357,1,Male,8/7/2018,6645,5
11475,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5577,2,Male,7/27/2017,23588,5
11476,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4575,2,Male,12/17/2020,10312,11
11477,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5458,1,Male,9/17/2021,8862,17
11478,6 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,5552,3,Male,8/2/2017,11538,30
11479,7 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4575,2,Male,7/14/2020,3305,25
11480,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,1535,2,Male,3/2/2020,13400,18
11481,16 minutes,5,Powell St BART Station (Market St at 5th St),95,Sanchez St at 15th St,5475,2,Male,3/22/2017,10500,20
11482,25 minutes,5,Powell St BART Station (Market St at 5th St),141,Valencia St at Cesar Chavez St,5389,2,Male,1/18/2018,9402,14
11483,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),62,Victoria Manalo Draves Park,4733,2,Female,2/27/2018,13804,30
11484,17 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),144,Precita Park,5219,2,Female,3/22/2017,10840,35
11485,7 minutes,3,Powell St BART Station (Market St at 4th St),41,Golden Gate Ave at Polk St,4706,2,Female,1/11/2021,5599,3
11486,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,689,3,Other,7/16/2019,12852,13
11487,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,102,3,Female,2/26/2021,21930,19
11488,2 minutes,16,Steuart St at Market St,11,Davis St at Jackson St,4938,1,Male,8/17/2020,10828,19
11489,2 minutes,3,Powell St BART Station (Market St at 4th St),324,Union Square (Powell St at Post St),4609,1,Male,7/15/2018,10391,32
11490,19 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),64,5th St at Brannan St,4911,2,Male,6/15/2017,13195,30
11491,67 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),5243,2,Male,7/7/2019,19010,15
11492,6 minutes,16,Steuart St at Market St,10,Washington St at Kearny St,5402,2,Female,8/28/2021,19884,10
11493,6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,2857,2,Other,8/17/2021,8304,15
11494,7 minutes,22,Howard St at Beale St,19,Post St at Kearny St,1777,1,Female,6/13/2017,18427,37
11495,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,4951,2,Male,3/18/2018,2868,16
11496,18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,5173,3,Male,9/23/2018,11878,26
11497,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),80,Townsend St at 5th St,1004,2,Female,6/10/2018,4143,34
11498,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),80,Townsend St at 5th St,2125,3,Other,10/3/2018,24473,4
11499,11 minutes,5,Powell St BART Station (Market St at 5th St),74,Laguna St at Hayes St,1839,3,Female,12/18/2017,15676,6
11500,16 minutes,5,Powell St BART Station (Market St at 5th St),16,Steuart St at Market St,4343,3,Male,10/23/2021,16370,31
11501,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),4911,2,Male,4/21/2018,7799,9
11502,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4,Cyril Magnin St at Ellis St,4852,1,Male,7/18/2020,8067,9
11503,5 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,5333,1,Male,11/4/2018,16132,24
11504,2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,1390,2,Male,2/19/2021,20979,14
11505,19 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,2847,3,Female,3/23/2020,21545,28
11506,24 minutes,5,Powell St BART Station (Market St at 5th St),15,San Francisco Ferry Building (Harry Bridges Plaza),868,1,Male,7/25/2018,8241,38
11507,25 minutes,5,Powell St BART Station (Market St at 5th St),15,San Francisco Ferry Building (Harry Bridges Plaza),2284,2,Male,2/12/2017,25263,22
11508,18 minutes,22,Howard St at Beale St,355,23rd St at Tennessee St,4456,1,Male,2/10/2017,3071,25
11509,5 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,5237,1,Male,3/3/2021,15408,32
11510,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),36,Folsom St at 3rd St,4610,2,Male,11/18/2020,23006,32
11511,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),349,Howard St at Mary St,5120,2,Other,6/9/2018,5238,37
11512,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,2609,2,Male,4/12/2021,23561,4
11513,5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4848,2,Male,5/26/2020,5461,25
11514,6 minutes,3,Powell St BART Station (Market St at 4th St),26,1st St at Folsom St,4426,1,Male,6/18/2021,22466,19
11515,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,5474,2,Female,6/27/2021,10297,26
11516,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,5233,2,Male,9/23/2019,7064,14
11517,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4343,2,Female,2/9/2017,24021,18
11518,6 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5120,2,Male,12/6/2018,218,4
11519,5 minutes,5,Powell St BART Station (Market St at 5th St),63,Bryant St at 6th St,5275,2,Male,4/28/2021,8766,10
11520,4 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,4972,3,Male,8/12/2020,20737,21
11521,3 minutes,81,Berry St at 4th St,91,Berry St at King St,5341,3,Female,6/12/2020,11684,20
11522,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,2356,2,Female,12/10/2021,18229,24
11523,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),62,Victoria Manalo Draves Park,5280,3,Male,4/1/2018,25535,30
11524,10 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),4637,3,Male,9/26/2017,8090,38
11525,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,4780,2,Female,7/3/2021,7323,7
11526,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4943,1,Female,11/21/2017,11723,16
11527,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),5515,2,Female,8/25/2021,7848,17
11528,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,4726,2,Other,1/8/2017,11240,29
11529,32 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,4728,2,Male,12/3/2017,12978,25
11530,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,4746,2,Female,8/18/2019,24030,26
11531,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5350,2,Male,10/28/2021,8535,36
11532,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),45,3,Male,7/1/2017,18956,24
11533,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,1706,2,Male,5/2/2021,3194,30
11534,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),36,Folsom St at 3rd St,5561,3,Male,1/11/2021,2302,27
11535,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4746,1,Male,1/12/2018,20772,30
11536,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,5546,2,Male,12/17/2017,832,24
11537,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,4631,1,Male,8/23/2021,23044,25
11538,7 minutes,22,Howard St at Beale St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4395,3,Male,8/24/2017,20404,29
11539,8 minutes,16,Steuart St at Market St,349,Howard St at Mary St,4797,2,Male,7/26/2018,14758,19
11540,5 minutes,81,Berry St at 4th St,36,Folsom St at 3rd St,2657,2,Male,6/13/2018,24816,35
11541,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,1024,2,Male,5/21/2018,1612,35
11542,9 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5188,2,Male,1/11/2021,4414,12
11543,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5265,2,Female,8/23/2018,21701,9
11544,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),126,Esprit Park,4405,1,Male,12/19/2020,12343,31
11545,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,4395,2,Male,11/18/2017,9923,24
11546,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),78,Folsom St at 9th St,4831,2,Male,12/25/2021,20629,4
11547,13 minutes,16,Steuart St at Market St,104,4th St at 16th St,4414,3,Female,1/6/2019,8243,13
11548,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4964,2,Male,3/10/2019,2932,38
11549,2 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,5459,1,Female,11/27/2018,7743,30
11550,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),5300,1,Male,4/11/2018,2396,1
11551,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,4318,3,Male,11/17/2017,25305,9
11552,3 minutes,3,Powell St BART Station (Market St at 4th St),324,Union Square (Powell St at Post St),5440,1,Male,9/7/2019,17809,2
11553,4 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,4351,1,Male,7/9/2018,21948,11
11554,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),126,Esprit Park,5021,2,Female,3/12/2021,22047,21
11555,3 minutes,5,Powell St BART Station (Market St at 5th St),47,4th St at Harrison St,674,2,Male,10/24/2018,13255,36
11556,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,4641,3,Male,10/19/2019,9829,7
11557,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,1836,1,Male,5/10/2017,11489,3
11558,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),61,Howard St at 8th St,1985,2,Female,2/14/2019,18610,16
11559,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,5472,2,Male,4/24/2018,17335,12
11560,26 minutes,30,San Francisco Caltrain (Townsend St at 4th St),368,Myrtle St at Polk St,4711,3,Female,2/22/2020,19438,0
11561,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),9,Broadway at Battery St,4770,3,Male,5/2/2017,19229,0
11562,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),52,McAllister St at Baker St,5015,2,Female,11/17/2020,14092,13
11563,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,3710,3,Female,12/14/2020,21911,19
11564,3 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,5389,1,Male,2/21/2020,21765,8
11565,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5021,2,Male,2/8/2020,21053,28
11566,2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,5388,2,Male,2/25/2018,4530,11
11567,14 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,935,1,Male,2/24/2020,24229,26
11568,8 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,5054,2,Male,3/19/2020,16805,5
11569,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5472,1,Female,1/3/2017,3349,11
11570,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),79,7th St at Brannan St,4771,2,Male,4/5/2020,20630,15
11571,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,4821,1,Male,1/23/2020,13543,32
11572,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5477,1,Male,10/23/2017,1053,23
11573,6 minutes,22,Howard St at Beale St,49,S Park St at 3rd St,5366,2,Female,3/20/2018,24735,37
11574,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,4407,1,Male,7/27/2017,11652,11
11575,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4911,2,Male,5/4/2018,5699,30
11576,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,4422,1,Male,5/22/2017,22402,29
11577,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,5389,3,Male,8/26/2019,19953,32
11578,18 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,5294,1,Male,11/19/2019,20593,15
11579,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,4706,1,Male,3/19/2021,25616,7
11580,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4889,2,Male,2/28/2020,12313,1
11581,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),3710,1,Female,7/10/2017,12187,18
11582,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5477,3,Female,12/2/2018,19958,39
11583,8 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,4738,2,Male,5/12/2018,5716,12
11584,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),5054,2,Male,1/1/2018,5166,20
11585,5 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,1388,2,Male,8/14/2020,11618,20
11586,5 minutes,16,Steuart St at Market St,24,Spear St at Folsom St,2870,3,Female,12/24/2021,21095,22
